FECHA_CORTE;UBIGEO;DEPARTAMENTO;PROVINCIA ;DISTRITO;ANIO;SEMESTRE;FECHA_DE_MATRICULA;ESCUELA;CURSOS;CREDITOS;EDAD
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;8122023;ECOTURISMO;3;11;25
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;9122023;ECOTURISMO;6;21;24
20230627;80909;CUSCO;LA CONVENCIÓN;VILCABAMBA;2023;2023-1;10122023;ECOTURISMO;7;22;21
20230627;80914;CUSCO;LA CONVENCIÓN;MEGANTONI;2023;2023-1;11122023;ECOTURISMO;3;10;20
20230627;80907;CUSCO;LA CONVENCIÓN;KIMBIRI;2023;2023-1;12122023;ECOTURISMO;7;22;18
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;13122023;ECOTURISMO;3;11;22
20230627;80909;CUSCO;LA CONVENCIÓN;VILCABAMBA;2023;2023-1;14122023;ECOTURISMO;7;22;42
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;15122023;ECOTURISMO;6;21;34
20230627;250202;UCAYALI;ATALAYA ;SEPAHUA;2023;2023-1;16122023;ECOTURISMO;7;22;24
20230627;80913;CUSCO;LA CONVENCIÓN;VILLA KINTIARINA;2023;2023-1;17122023;ECOTURISMO;6;22;20
20230627;80901;CUSCO;LA CONVENCIÓN;SANTA ANA;2023;2023-1;18122023;ECOTURISMO;7;26;23
20230627;80605;CUSCO;CANCHIS;PITUMARCA;2023;2023-1;19122023;ECOTURISMO;4;14;26
20230627;80909;CUSCO;LA CONVENCIÓN;VILCABAMBA;2023;2023-1;20122023;ECOTURISMO;6;21;19
20230627;80907;CUSCO;LA CONVENCIÓN;KIMBIRI;2023;2023-1;21122023;ECOTURISMO;4;14;25
